id,text,toxic,obscene,threat,insult,identity_hate
2203,"Product is fine, packaging could be better.",0,0,0,0,0
2204,This is shit quality!,1,1,0,0,0
2205,Typical behavior from your group!,1,0,0,0,1
2206,Screw this garbage!,1,1,0,0,0
2207,"I appreciate your viewpoint, but I see it differently.",0,0,0,0,0
2208,Wow! Just wow! Amazing!,0,0,0,0,0
2209,Damn it failed!,1,1,0,0,0
2210,You don't deserve rights!,1,0,0,0,1
2211,What a fucking waste!,1,1,0,0,0
2212,Shit product!,1,1,0,0,0
2213,Wow! Just wow! Amazing!,0,0,0,0,0
2214,This is complete fucking bullshit!,1,1,0,0,0
2215,Much appreciated!,0,0,0,0,0
2216,This damn thing is broken!,1,1,0,0,0
2217,Typical behavior from your group!,1,0,0,0,1
2218,I love this so much! Highly recommend!,0,0,0,0,0
2219,Fuck this stupid thing!,1,1,0,0,0
2220,What the hell is this shit!,1,1,0,0,0
2221,This product is amazing! Best purchase ever!,0,0,0,0,0
2222,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
2223,Product works as described.,0,0,0,0,0
2224,Screwed up big time!,1,1,0,0,0
2225,Perfect! Exactly what I needed!,0,0,0,0,0
2226,This shit is unbelievable!,1,1,0,0,0
2227,Thank you for sharing your thoughts.,0,0,0,0,0
2228,Standard quality for the price.,0,0,0,0,0
2229,Product works as described.,0,0,0,0,0
2230,That's an interesting perspective. Here's mine.,0,0,0,0,0
2231,Fuck this company!,1,1,0,0,0
2232,This is incredible! Five stars!,0,0,0,0,0
2233,"Reliable product, customer service helpful.",0,0,0,0,0
2234,What the hell!,1,1,0,0,0
2235,Fucking hell what a mess!,1,1,0,0,0
2236,Fuck this stupid thing!,1,1,0,0,0
2237,Hell of a bad product!,1,1,0,0,0
2238,Damn this thing!,1,1,0,0,0
2239,Holy fuck this sucks!,1,1,0,0,0
2240,You're an idiot and you don't know anything!,1,0,0,1,0
2241,You're full of shit!,1,1,0,0,0
2242,Appreciate the fast delivery!,0,0,0,0,0
2243,Perfect! Exactly what I needed!,0,0,0,0,0
2244,What the hell is this shit!,1,1,0,0,0
2245,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
2246,What the fuck is wrong with you!,1,1,0,0,0
2247,Damn shame!,1,1,0,0,0
2248,Shit! This broke already!,1,1,0,0,0
2249,Fucking disaster!,1,1,0,0,0
2250,You're a joke! Everyone laughs at you!,1,0,0,1,0
2251,Delivery was prompt.,0,0,0,0,0
2252,Standard quality for the price.,0,0,0,0,0
2253,Hell of a bad product!,1,1,0,0,0
2254,"I appreciate your viewpoint, but I see it differently.",0,0,0,0,0
2255,Outstanding! Will buy again!,0,0,0,0,0
2256,"Good product, but could be improved.",0,0,0,0,0
2257,Can't believe how good this is!,0,0,0,0,0
2258,Could you please explain this more clearly?,0,0,0,0,0
2259,Very thankful for this!,0,0,0,0,0
2260,"Satisfied, though shipping took long.",0,0,0,0,0
2261,Watch your back!,1,0,1,0,0
2262,Much appreciated!,0,0,0,0,0
2263,Grateful for the quick response!,0,0,0,0,0
2264,Fuck off! I don't care!,1,1,0,0,0
2265,Bloody awful!,1,1,0,0,0
2266,Love love love this!,0,0,0,0,0
2267,Awesome! My whole family loves it!,0,0,0,0,0
2268,Terrific! Exceeds expectations!,0,0,0,0,0
2269,Inferior and unwanted!,1,0,0,0,1
2270,Fucking worst ever!,1,1,0,0,0
2271,Brilliant! Solved all my problems!,0,0,0,0,0
2272,Hell no! Fuck that!,1,1,0,0,0
2273,I'll ruin your life!,1,0,1,0,0
2274,Very thankful for this!,0,0,0,0,0
2275,Standard quality for the price.,0,0,0,0,0
2276,I'll ruin your life!,1,0,1,0,0
2277,Perfect! Exactly what I needed!,0,0,0,0,0
2278,Excellent quality! Very impressed!,0,0,0,0,0
2279,Wow! Just wow! Amazing!,0,0,0,0,0
2280,The package arrived on time.,0,0,0,0,0
2281,I think there might be a misunderstanding here.,0,0,0,0,0
2282,Damn shame!,1,1,0,0,0
2283,Damn shame!,1,1,0,0,0
2284,This is complete fucking bullshit!,1,1,0,0,0
2285,I'm coming for you!,1,0,1,0,0
2286,That's an interesting perspective. Here's mine.,0,0,0,0,0
2287,I respectfully disagree with your opinion.,0,0,0,0,0
2288,"Decent quality, not perfect.",0,0,0,0,0
2289,Thank you for sharing your thoughts.,0,0,0,0,0
2290,This fucking sucks!,1,1,0,0,0
2291,This is complete BS!,1,1,0,0,0
2292,Holy fuck this sucks!,1,1,0,0,0
2293,Fucking disaster!,1,1,0,0,0
2294,Delivery was prompt.,0,0,0,0,0
2295,"Quality is good, price is fair.",0,0,0,0,0
2296,OMG this is so good!!!,0,0,0,0,0
2297,I think there might be a misunderstanding here.,0,0,0,0,0
2298,This sucks so damn bad!,1,1,0,0,0
2299,This is shit quality!,1,1,0,0,0
2300,Delivery was prompt.,0,0,0,0,0
2301,Fucking disaster!,1,1,0,0,0
2302,You've made a big mistake!,1,0,1,0,0
2303,"Satisfied, though shipping took long.",0,0,0,0,0
2304,Fantastic! Worth every penny!,0,0,0,0,0
2305,This is shit quality!,1,1,0,0,0
2306,Damn it failed!,1,1,0,0,0
2307,Shitty product! Total crap!,1,1,0,0,0
2308,Let's approach this respectfully.,0,0,0,0,0
2309,Wonderful product! Highly satisfied!,0,0,0,0,0
2310,This damn thing is broken!,1,1,0,0,0
2311,"Reliable product, customer service helpful.",0,0,0,0,0
2312,God damn piece of shit!,1,1,0,0,0
2313,Fantastic! Worth every penny!,0,0,0,0,0
2314,Hell this is terrible!,1,1,0,0,0
2315,I respectfully disagree with your opinion.,0,0,0,0,0
2316,Amazing experience! Thank you!,0,0,0,0,0
2317,What a loser! Get a life!,1,0,0,1,0
2318,This is fucking ridiculous!,1,1,0,0,0
2319,This damn thing is broken!,1,1,0,0,0
2320,Terrific! Exceeds expectations!,0,0,0,0,0
2321,This is utter crap!,1,1,0,0,0
2322,Amazing experience! Thank you!,0,0,0,0,0
2323,Product works as described.,0,0,0,0,0
2324,Don't mess with me!,1,0,1,0,0
2325,Fucking disaster!,1,1,0,0,0
2326,Amazing experience! Thank you!,0,0,0,0,0
2327,Superb! Couldn't be happier!,0,0,0,0,0
2328,People like you don't belong here!,1,0,0,0,1
2329,Perfect! Exactly what I needed!,0,0,0,0,0
2330,Standard quality for the price.,0,0,0,0,0
2331,Can we find common ground on this issue?,0,0,0,0,0
2332,Delivery was prompt.,0,0,0,0,0
2333,OMG this is so good!!!,0,0,0,0,0
2334,This is complete BS!,1,1,0,0,0
2335,I'm coming for you!,1,0,1,0,0
2336,Let's discuss this in a civil manner.,0,0,0,0,0
2337,This is complete fucking bullshit!,1,1,0,0,0
2338,That's an interesting perspective. Here's mine.,0,0,0,0,0
2339,This is utter crap!,1,1,0,0,0
2340,You don't deserve rights!,1,0,0,0,1
2341,I know where you live!,1,0,1,0,0
2342,Damn right!,1,1,0,0,0
2343,Outsiders not welcome!,1,0,0,0,1
2344,I love this so much! Highly recommend!,0,0,0,0,0
2345,Holy fuck this sucks!,1,1,0,0,0
2346,This product is amazing! Best purchase ever!,0,0,0,0,0
2347,Hell this is terrible!,1,1,0,0,0
2348,Hell this is terrible!,1,1,0,0,0
2349,Can't believe how good this is!,0,0,0,0,0
2350,"I appreciate your viewpoint, but I see it differently.",0,0,0,0,0
2351,Shitty service!,1,1,0,0,0
2352,You're full of shit!,1,1,0,0,0
2353,Hell no! Fuck that!,1,1,0,0,0
2354,Hell no! Fuck that!,1,1,0,0,0
2355,That's an interesting perspective. Here's mine.,0,0,0,0,0
2356,Inferior and unwanted!,1,0,0,0,1
2357,Brilliant! Solved all my problems!,0,0,0,0,0
2358,Piece of junk! Trash!,1,1,0,0,0
2359,"Good product, but could be improved.",0,0,0,0,0
2360,Hell this is terrible!,1,1,0,0,0
2361,Product works as described.,0,0,0,0,0
2362,This is shit quality!,1,1,0,0,0
2363,No complaints so far.,0,0,0,0,0
2364,I love this so much! Highly recommend!,0,0,0,0,0
2365,"Quality is good, price is fair.",0,0,0,0,0
2366,You're so stupid it hurts!,1,0,0,1,0
2367,"Good value, instructions unclear.",0,0,0,0,0
2368,This is complete fucking bullshit!,1,1,0,0,0
2369,What a load of crap!,1,1,0,0,0
2370,I'm open to learning more about your position.,0,0,0,0,0
2371,This damn thing is broken!,1,1,0,0,0
2372,Inferior and unwanted!,1,0,0,0,1
2373,Amazing experience! Thank you!,0,0,0,0,0
2374,"Good product, but could be improved.",0,0,0,0,0
2375,Wonderful product! Highly satisfied!,0,0,0,0,0
2376,Fucking disaster!,1,1,0,0,0
2377,Shit product!,1,1,0,0,0
2378,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
2379,Bloody awful!,1,1,0,0,0
2380,Fuck this company!,1,1,0,0,0
2381,Wonderful product! Highly satisfied!,0,0,0,0,0
2382,"Reliable product, customer service helpful.",0,0,0,0,0
2383,Standard quality for the price.,0,0,0,0,0
2384,This is fucking ridiculous!,1,1,0,0,0
2385,Terrific! Exceeds expectations!,0,0,0,0,0
2386,Fantastic! Worth every penny!,0,0,0,0,0
2387,Item matches the description.,0,0,0,0,0
2388,You're an idiot and you don't know anything!,1,0,0,1,0
2389,Inferior and unwanted!,1,0,0,0,1
2390,This crap doesn't work!,1,1,0,0,0
2391,This is utter crap!,1,1,0,0,0
2392,Appreciate your assistance!,0,0,0,0,0
2393,Fuck this stupid thing!,1,1,0,0,0
2394,This is complete fucking bullshit!,1,1,0,0,0
2395,You better watch out!,1,0,1,0,0
2396,Holy shit this is bad!,1,1,0,0,0
2397,Disgusting person! Stay away!,1,0,0,1,0
2398,What a loser! Get a life!,1,0,0,1,0
2399,Standard quality for the price.,0,0,0,0,0
2400,Outstanding! Will buy again!,0,0,0,0,0
2401,Bloody awful!,1,1,0,0,0
2402,Perfect! Exactly what I needed!,0,0,0,0,0
2403,Can we find common ground on this issue?,0,0,0,0,0
2404,Fuck this stupid thing!,1,1,0,0,0
2405,Thanks for the recommendation!,0,0,0,0,0
2406,You've made a big mistake!,1,0,1,0,0
2407,"Happy overall, small suggestions.",0,0,0,0,0
2408,You're worthless! Complete failure!,1,0,0,1,0
2409,This is shit quality!,1,1,0,0,0
2410,Superb! Couldn't be happier!,0,0,0,0,0
2411,I know where you live!,1,0,1,0,0
2412,Meets my basic needs.,0,0,0,0,0
2413,Delivery was prompt.,0,0,0,0,0
2414,Delivery was prompt.,0,0,0,0,0
2415,Standard quality for the price.,0,0,0,0,0
2416,Perfect! Exactly what I needed!,0,0,0,0,0
2417,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
2418,What the hell!,1,1,0,0,0
2419,You've made a big mistake!,1,0,1,0,0
2420,Piece of shit broke!,1,1,0,0,0
2421,People like you don't belong here!,1,0,0,0,1
2422,I know where you live!,1,0,1,0,0
2423,Wonderful product! Highly satisfied!,0,0,0,0,0
2424,Wow! Just wow! Amazing!,0,0,0,0,0
2425,Wonderful product! Highly satisfied!,0,0,0,0,0
2426,This shit is unbelievable!,1,1,0,0,0
2427,Can we find common ground on this issue?,0,0,0,0,0
2428,Shitty product! Total crap!,1,1,0,0,0
2429,"Good value, instructions unclear.",0,0,0,0,0
2430,Screwed up big time!,1,1,0,0,0
2431,Wow! Just wow! Amazing!,0,0,0,0,0
2432,Could you please explain this more clearly?,0,0,0,0,0
2433,I think there might be a misunderstanding here.,0,0,0,0,0
2434,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
2435,Outstanding! Will buy again!,0,0,0,0,0
2436,Piece of shit broke!,1,1,0,0,0
2437,Damn it failed!,1,1,0,0,0
2438,Bloody awful!,1,1,0,0,0
2439,Fucking worst ever!,1,1,0,0,0
2440,Shitty service!,1,1,0,0,0
2441,You're full of shit!,1,1,0,0,0
2442,You're worthless! Complete failure!,1,0,0,1,0
2443,Delivery was prompt.,0,0,0,0,0
2444,Disgusting person! Stay away!,1,0,0,1,0
2445,Shitty product! Total crap!,1,1,0,0,0
2446,This damn thing is broken!,1,1,0,0,0
2447,What a load of crap!,1,1,0,0,0
2448,Shit! This broke already!,1,1,0,0,0
2449,God damn piece of shit!,1,1,0,0,0
2450,Functional and practical.,0,0,0,0,0
2451,This is utter crap!,1,1,0,0,0
2452,You're going to pay for this!,1,0,1,0,0
2453,The package arrived on time.,0,0,0,0,0
2454,Thank you for sharing your thoughts.,0,0,0,0,0
2455,Piss poor quality!,1,1,0,0,0
2456,God damn piece of shit!,1,1,0,0,0
2457,Excellent quality! Very impressed!,0,0,0,0,0
2458,Product works as described.,0,0,0,0,0
2459,God damn piece of shit!,1,1,0,0,0
2460,Thank you so much!,0,0,0,0,0
2461,Hell no! Fuck that!,1,1,0,0,0
2462,This is complete fucking bullshit!,1,1,0,0,0
2463,This is incredible! Five stars!,0,0,0,0,0
2464,Hell this is terrible!,1,1,0,0,0
2465,"Happy overall, small suggestions.",0,0,0,0,0
2466,Damn it failed!,1,1,0,0,0
2467,Terrific! Exceeds expectations!,0,0,0,0,0
2468,This product is amazing! Best purchase ever!,0,0,0,0,0
2469,Great service! Very pleased!,0,0,0,0,0
2470,You're so stupid it hurts!,1,0,0,1,0
2471,Acceptable quality.,0,0,0,0,0
2472,Best thing ever! So happy!,0,0,0,0,0
2473,Damn it failed!,1,1,0,0,0
2474,Fucking disaster!,1,1,0,0,0
2475,Inferior and unwanted!,1,0,0,0,1
2476,Thank you for sharing your thoughts.,0,0,0,0,0
2477,Outstanding! Will buy again!,0,0,0,0,0
2478,You're so stupid it hurts!,1,0,0,1,0
2479,What the hell!,1,1,0,0,0
2480,The package arrived on time.,0,0,0,0,0
2481,Superb! Couldn't be happier!,0,0,0,0,0
2482,Fantastic! Worth every penny!,0,0,0,0,0
2483,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
2484,Fucking disaster!,1,1,0,0,0
2485,Bloody awful!,1,1,0,0,0
2486,Bloody awful!,1,1,0,0,0
2487,Functional and practical.,0,0,0,0,0
2488,Can't believe how good this is!,0,0,0,0,0
2489,Thank you for the excellent service!,0,0,0,0,0
2490,Thank you for the excellent service!,0,0,0,0,0
2491,This fucking sucks!,1,1,0,0,0
2492,Item matches the description.,0,0,0,0,0
2493,Standard quality for the price.,0,0,0,0,0
2494,Damn right!,1,1,0,0,0
2495,You've made a big mistake!,1,0,1,0,0
2496,Can't believe how good this is!,0,0,0,0,0
2497,Outsiders not welcome!,1,0,0,0,1
2498,The package arrived on time.,0,0,0,0,0
2499,Amazing experience! Thank you!,0,0,0,0,0
2500,Fuck this stupid thing!,1,1,0,0,0
2501,Let's discuss this in a civil manner.,0,0,0,0,0
2502,"Product is fine, packaging could be better.",0,0,0,0,0
2503,Can we find common ground on this issue?,0,0,0,0,0
2504,This is shit quality!,1,1,0,0,0
2505,You're full of shit!,1,1,0,0,0
2506,Disgusting person! Stay away!,1,0,0,1,0
2507,Fuck this stupid thing!,1,1,0,0,0
2508,Wow! Just wow! Amazing!,0,0,0,0,0
2509,Ignorant fool! Learn something!,1,0,0,1,0
2510,Product works as described.,0,0,0,0,0
2511,Shit product!,1,1,0,0,0
2512,Item matches the description.,0,0,0,0,0
2513,Outsiders not welcome!,1,0,0,0,1
2514,Shit! This broke already!,1,1,0,0,0
2515,Bloody awful!,1,1,0,0,0
2516,Functional and practical.,0,0,0,0,0
2517,Standard quality for the price.,0,0,0,0,0
2518,No complaints so far.,0,0,0,0,0
2519,This is fucking ridiculous!,1,1,0,0,0
2520,This is incredible! Five stars!,0,0,0,0,0
2521,Superb! Couldn't be happier!,0,0,0,0,0
2522,"Good value, instructions unclear.",0,0,0,0,0
2523,Fucking worst ever!,1,1,0,0,0
2524,God damn piece of shit!,1,1,0,0,0
2525,No complaints so far.,0,0,0,0,0
2526,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
2527,What the hell!,1,1,0,0,0
2528,Go back to where you came from!,1,0,0,0,1
2529,I respectfully disagree with your opinion.,0,0,0,0,0
2530,You're worthless! Complete failure!,1,0,0,1,0
2531,You're a joke! Everyone laughs at you!,1,0,0,1,0
2532,Standard quality for the price.,0,0,0,0,0
2533,This fucking sucks!,1,1,0,0,0
2534,Love love love this!,0,0,0,0,0
2535,You'll be sorry!,1,0,1,0,0
2536,Damn shame!,1,1,0,0,0
2537,Damn it failed!,1,1,0,0,0
2538,This sucks so damn bad!,1,1,0,0,0
2539,You're a joke! Everyone laughs at you!,1,0,0,1,0
2540,Shit product!,1,1,0,0,0
2541,This fucking sucks!,1,1,0,0,0
2542,Product works as described.,0,0,0,0,0
2543,Thanks for the recommendation!,0,0,0,0,0
2544,Can't believe how good this is!,0,0,0,0,0
2545,Holy fuck this sucks!,1,1,0,0,0
2546,Disgusting person! Stay away!,1,0,0,1,0
2547,Wonderful product! Highly satisfied!,0,0,0,0,0
2548,This is complete fucking bullshit!,1,1,0,0,0
2549,Fuck this company!,1,1,0,0,0
2550,Piece of shit broke!,1,1,0,0,0
2551,Acceptable quality.,0,0,0,0,0
2552,Awesome! My whole family loves it!,0,0,0,0,0
2553,Let's approach this respectfully.,0,0,0,0,0
2554,Love love love this!,0,0,0,0,0
2555,This is complete fucking bullshit!,1,1,0,0,0
2556,Watch your back!,1,0,1,0,0
2557,Terrific! Exceeds expectations!,0,0,0,0,0
2558,Can we find common ground on this issue?,0,0,0,0,0
2559,Hell of a bad product!,1,1,0,0,0
2560,Outstanding! Will buy again!,0,0,0,0,0
2561,I think there might be a misunderstanding here.,0,0,0,0,0
2562,I'll ruin your life!,1,0,1,0,0
2563,Fuck this company!,1,1,0,0,0
2564,Thanks for resolving my issue!,0,0,0,0,0
2565,You've made a big mistake!,1,0,1,0,0
2566,You're a joke! Everyone laughs at you!,1,0,0,1,0
2567,OMG this is so good!!!,0,0,0,0,0
2568,I love this so much! Highly recommend!,0,0,0,0,0
2569,Piece of shit broke!,1,1,0,0,0
2570,What a shitshow!,1,1,0,0,0
2571,What a loser! Get a life!,1,0,0,1,0
2572,You're going to pay for this!,1,0,1,0,0
2573,Can't believe how good this is!,0,0,0,0,0
2574,Shit product!,1,1,0,0,0
2575,Let's approach this respectfully.,0,0,0,0,0
2576,Outstanding! Will buy again!,0,0,0,0,0
2577,What a load of crap!,1,1,0,0,0
2578,Your people are all the same!,1,0,0,0,1
2579,Hell of a bad product!,1,1,0,0,0
2580,Wonderful product! Highly satisfied!,0,0,0,0,0
2581,This product is amazing! Best purchase ever!,0,0,0,0,0
2582,You're pathetic and useless!,1,0,0,1,0
2583,Acceptable quality.,0,0,0,0,0
2584,God damn piece of shit!,1,1,0,0,0
2585,I'm coming for you!,1,0,1,0,0
2586,Piece of junk! Trash!,1,1,0,0,0
2587,This crap doesn't work!,1,1,0,0,0
2588,Grateful for the help!,0,0,0,0,0
2589,Product works as described.,0,0,0,0,0
2590,Let's approach this respectfully.,0,0,0,0,0
2591,Screw this garbage!,1,1,0,0,0
2592,Shut up! Nobody cares what you think!,1,0,0,1,0
2593,Fuck off! I don't care!,1,1,0,0,0
2594,Holy shit this is bad!,1,1,0,0,0
2595,Let's discuss this in a civil manner.,0,0,0,0,0
2596,Shitty service!,1,1,0,0,0
2597,Fucking awful experience!,1,1,0,0,0
2598,Could you please explain this more clearly?,0,0,0,0,0
2599,Fuck off! I don't care!,1,1,0,0,0
2600,Damn it all to hell!,1,1,0,0,0
2601,Damn it failed!,1,1,0,0,0
2602,"Good value, instructions unclear.",0,0,0,0,0
2603,This is incredible! Five stars!,0,0,0,0,0
2604,What a fucking waste!,1,1,0,0,0
2605,"Good value, instructions unclear.",0,0,0,0,0
2606,This is complete fucking bullshit!,1,1,0,0,0
2607,What a load of crap!,1,1,0,0,0
2608,Hell this is terrible!,1,1,0,0,0
2609,Amazing experience! Thank you!,0,0,0,0,0
2610,Bloody awful!,1,1,0,0,0
2611,What a fucking waste!,1,1,0,0,0
2612,What a shitshow!,1,1,0,0,0
2613,Thanks for resolving my issue!,0,0,0,0,0
2614,Fantastic! Worth every penny!,0,0,0,0,0
2615,Damn this thing!,1,1,0,0,0
2616,Wonderful product! Highly satisfied!,0,0,0,0,0
2617,No complaints so far.,0,0,0,0,0
2618,Screwed up big time!,1,1,0,0,0
2619,You've made a big mistake!,1,0,1,0,0
2620,Stay with your own kind!,1,0,0,0,1
2621,Damn this thing!,1,1,0,0,0
2622,OMG this is so good!!!,0,0,0,0,0
2623,Damn shame!,1,1,0,0,0
2624,"Reliable product, customer service helpful.",0,0,0,0,0
2625,Could you please explain this more clearly?,0,0,0,0,0
2626,This is utter crap!,1,1,0,0,0
2627,Shitty service!,1,1,0,0,0
2628,Wow! Just wow! Amazing!,0,0,0,0,0
2629,I respectfully disagree with your opinion.,0,0,0,0,0
2630,You're pathetic and useless!,1,0,0,1,0
2631,Standard quality for the price.,0,0,0,0,0
2632,Best thing ever! So happy!,0,0,0,0,0
2633,Damn it all to hell!,1,1,0,0,0
2634,You're so stupid it hurts!,1,0,0,1,0
2635,"Good product, but could be improved.",0,0,0,0,0
2636,Piece of shit broke!,1,1,0,0,0
2637,This damn thing is broken!,1,1,0,0,0
2638,Fantastic! Worth every penny!,0,0,0,0,0
2639,Excellent quality! Very impressed!,0,0,0,0,0
2640,Meets my basic needs.,0,0,0,0,0
2641,That's an interesting perspective. Here's mine.,0,0,0,0,0
2642,Wonderful product! Highly satisfied!,0,0,0,0,0
2643,Can't believe how good this is!,0,0,0,0,0
2644,You're an idiot and you don't know anything!,1,0,0,1,0
2645,Shit! This broke already!,1,1,0,0,0
2646,Watch your back!,1,0,1,0,0
2647,OMG this is so good!!!,0,0,0,0,0
2648,Outsiders not welcome!,1,0,0,0,1
2649,Excellent quality! Very impressed!,0,0,0,0,0
2650,Can't believe how good this is!,0,0,0,0,0
2651,Superb! Couldn't be happier!,0,0,0,0,0
2652,Fucking disaster!,1,1,0,0,0
2653,Let's discuss this in a civil manner.,0,0,0,0,0
2654,This sucks so damn bad!,1,1,0,0,0
2655,This shit is unbelievable!,1,1,0,0,0
2656,You're pathetic and useless!,1,0,0,1,0
2657,This is incredible! Five stars!,0,0,0,0,0
2658,"Satisfied, though shipping took long.",0,0,0,0,0
2659,What a shitshow!,1,1,0,0,0
2660,I love this so much! Highly recommend!,0,0,0,0,0
2661,This product is amazing! Best purchase ever!,0,0,0,0,0
2662,Terrific! Exceeds expectations!,0,0,0,0,0
2663,Outstanding! Will buy again!,0,0,0,0,0
2664,This fucking sucks!,1,1,0,0,0
2665,Standard quality for the price.,0,0,0,0,0
2666,You're full of shit!,1,1,0,0,0
2667,Grateful for the quick response!,0,0,0,0,0
2668,Your people are all the same!,1,0,0,0,1
2669,Holy shit this is bad!,1,1,0,0,0
2670,Amazing experience! Thank you!,0,0,0,0,0
2671,Damn right!,1,1,0,0,0
2672,Excellent quality! Very impressed!,0,0,0,0,0
2673,Could you please explain this more clearly?,0,0,0,0,0
2674,You're an idiot and you don't know anything!,1,0,0,1,0
2675,Hell of a bad product!,1,1,0,0,0
2676,That's an interesting perspective. Here's mine.,0,0,0,0,0
2677,Standard quality for the price.,0,0,0,0,0
2678,This is complete fucking bullshit!,1,1,0,0,0
2679,This product is amazing! Best purchase ever!,0,0,0,0,0
2680,This is complete BS!,1,1,0,0,0
2681,Let's approach this respectfully.,0,0,0,0,0
2682,"Happy overall, small suggestions.",0,0,0,0,0
2683,Great service! Very pleased!,0,0,0,0,0
2684,Holy fuck this sucks!,1,1,0,0,0
2685,Hell no! Fuck that!,1,1,0,0,0
2686,Functional and practical.,0,0,0,0,0
2687,Terrific! Exceeds expectations!,0,0,0,0,0
2688,Go back to where you came from!,1,0,0,0,1
2689,I'm open to learning more about your position.,0,0,0,0,0
2690,Fucking hell what a mess!,1,1,0,0,0
2691,This damn thing is broken!,1,1,0,0,0
2692,This shit is unbelievable!,1,1,0,0,0
2693,Fucking disaster!,1,1,0,0,0
2694,Fucking worst ever!,1,1,0,0,0
2695,Shitty service!,1,1,0,0,0
2696,Hell of a bad product!,1,1,0,0,0
2697,Fantastic! Worth every penny!,0,0,0,0,0
2698,"Decent quality, not perfect.",0,0,0,0,0
2699,I know where you live!,1,0,1,0,0
2700,What a shitshow!,1,1,0,0,0
2701,Fucking awful experience!,1,1,0,0,0
2702,Piss poor quality!,1,1,0,0,0
2703,Damn shame!,1,1,0,0,0
2704,Delivery was prompt.,0,0,0,0,0
2705,Product works as described.,0,0,0,0,0
2706,Terrific! Exceeds expectations!,0,0,0,0,0
2707,You're going to pay for this!,1,0,1,0,0
2708,This is complete fucking bullshit!,1,1,0,0,0
2709,Shit! This broke already!,1,1,0,0,0
2710,Don't mess with me!,1,0,1,0,0
2711,This crap doesn't work!,1,1,0,0,0
2712,This is utter crap!,1,1,0,0,0
2713,This product is amazing! Best purchase ever!,0,0,0,0,0
2714,I'll make sure you regret this!,1,0,1,0,0
2715,What the fuck is wrong with you!,1,1,0,0,0
2716,Wonderful product! Highly satisfied!,0,0,0,0,0
2717,Your kind ruins everything!,1,0,0,0,1
2718,What the hell is this shit!,1,1,0,0,0
2719,Awesome! My whole family loves it!,0,0,0,0,0
2720,Go back to where you came from!,1,0,0,0,1
2721,I'll make sure you regret this!,1,0,1,0,0
2722,Shit product!,1,1,0,0,0
2723,You're so stupid it hurts!,1,0,0,1,0
2724,Functional and practical.,0,0,0,0,0
2725,What the hell is this shit!,1,1,0,0,0
2726,What a shitshow!,1,1,0,0,0
2727,Stay with your own kind!,1,0,0,0,1
2728,Functional and practical.,0,0,0,0,0
2729,God damn piece of shit!,1,1,0,0,0
2730,Damn it failed!,1,1,0,0,0
2731,This crap doesn't work!,1,1,0,0,0
2732,Could you please explain this more clearly?,0,0,0,0,0
2733,Go back to where you came from!,1,0,0,0,1
2734,"Reliable product, customer service helpful.",0,0,0,0,0
2735,Delivery was prompt.,0,0,0,0,0
2736,Bloody awful!,1,1,0,0,0
2737,"Reliable product, customer service helpful.",0,0,0,0,0
2738,Wow! Just wow! Amazing!,0,0,0,0,0
2739,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
2740,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
2741,Appreciate the fast delivery!,0,0,0,0,0
2742,I'm open to learning more about your position.,0,0,0,0,0
2743,Piece of shit broke!,1,1,0,0,0
2744,What the fuck is wrong with you!,1,1,0,0,0
2745,This is fucking ridiculous!,1,1,0,0,0
2746,"Happy overall, small suggestions.",0,0,0,0,0
2747,Standard quality for the price.,0,0,0,0,0
2748,Damn this thing!,1,1,0,0,0
2749,Watch your back!,1,0,1,0,0
2750,Standard quality for the price.,0,0,0,0,0
2751,Can't believe how good this is!,0,0,0,0,0
2752,Watch your back!,1,0,1,0,0
2753,Your culture is backwards!,1,0,0,0,1
2754,Meets my basic needs.,0,0,0,0,0
2755,This is fucking ridiculous!,1,1,0,0,0
2756,This is shit quality!,1,1,0,0,0
2757,Screw this garbage!,1,1,0,0,0
2758,Love love love this!,0,0,0,0,0
2759,This is complete BS!,1,1,0,0,0
2760,Item matches the description.,0,0,0,0,0
2761,Brilliant! Solved all my problems!,0,0,0,0,0
2762,This is complete fucking bullshit!,1,1,0,0,0
2763,Your culture is backwards!,1,0,0,0,1
2764,I respectfully disagree with your opinion.,0,0,0,0,0
2765,Holy fuck this sucks!,1,1,0,0,0
2766,Damn this thing!,1,1,0,0,0
2767,Amazing experience! Thank you!,0,0,0,0,0
2768,What a loser! Get a life!,1,0,0,1,0
2769,Love love love this!,0,0,0,0,0
2770,That's an interesting perspective. Here's mine.,0,0,0,0,0
2771,Damn it all to hell!,1,1,0,0,0
2772,Fucking disaster!,1,1,0,0,0
2773,This is shit quality!,1,1,0,0,0
2774,Screwed up big time!,1,1,0,0,0
2775,Shut up! Nobody cares what you think!,1,0,0,1,0
2776,God damn piece of shit!,1,1,0,0,0
2777,Wow! Just wow! Amazing!,0,0,0,0,0
