id,text,emotion,joy,sadness,anger,fear,surprise
881,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
882,Delighted with the results! So pleased!,joy,1,0,0,0,0
883,Startled! That came out of nowhere!,surprise,0,0,0,0,1
884,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
885,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
886,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
887,Delighted with the results! So pleased!,joy,1,0,0,0,0
888,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
889,Astonished! Never saw that coming!,surprise,0,0,0,0,1
890,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
891,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
892,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
893,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
894,Startled! That came out of nowhere!,surprise,0,0,0,0,1
895,Amazed! What a twist!,surprise,0,0,0,0,1
896,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
897,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
898,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
899,I'm scared and worried about this 😰,fear,0,0,0,1,0
900,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
901,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
902,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
903,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
904,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
905,Lost something precious. So painful.,sadness,0,1,0,0,0
906,I'm scared and worried about this 😰,fear,0,0,0,1,0
907,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
908,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
909,Astonished! Never saw that coming!,surprise,0,0,0,0,1
910,Enraged! Someone will pay for this!,anger,0,0,1,0,0
911,Enraged! Someone will pay for this!,anger,0,0,1,0,0
912,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
913,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
914,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
915,Delighted with the results! So pleased!,joy,1,0,0,0,0
916,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
917,Startled! That came out of nowhere!,surprise,0,0,0,0,1
918,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
919,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
920,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
921,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
922,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
923,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
924,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
925,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
926,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
927,Bewildered! How did this happen?!,surprise,0,0,0,0,1
928,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
929,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
930,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
931,I'm scared and worried about this 😰,fear,0,0,0,1,0
932,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
933,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
934,Mad as hell! This is infuriating!,anger,0,0,1,0,0
935,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
936,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
937,Amazed! What a twist!,surprise,0,0,0,0,1
938,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
939,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
940,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
941,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
942,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
943,Delighted with the results! So pleased!,joy,1,0,0,0,0
944,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
945,Bewildered! How did this happen?!,surprise,0,0,0,0,1
946,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
947,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
948,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
949,Delighted with the results! So pleased!,joy,1,0,0,0,0
950,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
951,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
952,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
953,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
954,Astonished! Never saw that coming!,surprise,0,0,0,0,1
955,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
956,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
957,Panic setting in. Heart racing!,fear,0,0,0,1,0
958,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
959,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
960,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
961,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
962,Flabbergasted! Speechless!,surprise,0,0,0,0,1
963,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
964,Enraged! Someone will pay for this!,anger,0,0,1,0,0
965,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
966,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
967,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
968,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
969,Bewildered! How did this happen?!,surprise,0,0,0,0,1
970,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
971,Lost something precious. So painful.,sadness,0,1,0,0,0
972,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
973,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
974,Furious! How dare they treat me like this!,anger,0,0,1,0,0
975,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
976,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
977,Delighted with the results! So pleased!,joy,1,0,0,0,0
978,Panic setting in. Heart racing!,fear,0,0,0,1,0
979,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
980,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
981,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
982,Livid! Can't believe this happened!,anger,0,0,1,0,0
983,Delighted with the results! So pleased!,joy,1,0,0,0,0
984,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
985,Enraged! Someone will pay for this!,anger,0,0,1,0,0
986,Bewildered! How did this happen?!,surprise,0,0,0,0,1
987,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
988,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
989,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
990,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
991,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
992,Furious! How dare they treat me like this!,anger,0,0,1,0,0
993,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
994,Enraged! Someone will pay for this!,anger,0,0,1,0,0
995,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
996,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
997,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
998,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
999,Delighted with the results! So pleased!,joy,1,0,0,0,0
1000,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1001,Delighted with the results! So pleased!,joy,1,0,0,0,0
1002,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
1003,Lost something precious. So painful.,sadness,0,1,0,0,0
1004,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1005,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1006,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1007,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1008,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1009,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1010,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1011,Panic setting in. Heart racing!,fear,0,0,0,1,0
1012,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1013,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1014,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1015,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1016,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1017,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1018,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1019,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1020,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1021,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1022,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1023,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1024,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1025,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1026,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1027,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1028,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1029,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1030,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1031,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1032,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1033,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1034,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1035,Lost something precious. So painful.,sadness,0,1,0,0,0
1036,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1037,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1038,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1039,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1040,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1041,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1042,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1043,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1044,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1045,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1046,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1047,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1048,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1049,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1050,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1051,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1052,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1053,Amazed! What a twist!,surprise,0,0,0,0,1
1054,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
1055,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1056,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1057,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1058,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1059,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1060,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1061,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1062,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1063,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1064,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1065,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1066,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1067,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1068,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1069,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1070,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1071,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1072,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1073,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1074,I'm scared and worried about this 😰,fear,0,0,0,1,0
1075,Panic setting in. Heart racing!,fear,0,0,0,1,0
1076,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1077,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1078,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1079,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1080,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1081,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1082,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1083,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1084,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1085,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1086,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1087,Panic setting in. Heart racing!,fear,0,0,0,1,0
1088,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1089,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1090,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1091,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1092,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1093,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1094,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1095,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1096,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1097,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1098,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1099,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1100,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1101,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1102,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1103,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1104,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1105,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1106,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1107,Lost something precious. So painful.,sadness,0,1,0,0,0
1108,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1109,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1110,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1111,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1112,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1113,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1114,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1115,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1116,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1117,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1118,I'm scared and worried about this 😰,fear,0,0,0,1,0
1119,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1120,Panic setting in. Heart racing!,fear,0,0,0,1,0
1121,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1122,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1123,Amazed! What a twist!,surprise,0,0,0,0,1
1124,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1125,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1126,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
1127,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1128,Lost something precious. So painful.,sadness,0,1,0,0,0
1129,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1130,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1131,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1132,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1133,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1134,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1135,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
1136,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1137,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1138,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1139,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1140,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1141,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1142,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1143,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1144,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1145,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1146,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1147,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1148,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1149,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1150,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1151,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1152,I'm scared and worried about this 😰,fear,0,0,0,1,0
1153,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1154,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1155,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1156,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1157,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1158,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1159,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1160,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1161,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1162,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1163,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1164,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1165,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1166,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1167,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1168,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1169,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1170,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1171,Panic setting in. Heart racing!,fear,0,0,0,1,0
1172,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1173,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1174,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1175,Amazed! What a twist!,surprise,0,0,0,0,1
1176,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1177,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1178,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1179,I'm scared and worried about this 😰,fear,0,0,0,1,0
1180,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1181,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1182,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
1183,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1184,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1185,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1186,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1187,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1188,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1189,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1190,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1191,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1192,Lost something precious. So painful.,sadness,0,1,0,0,0
1193,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1194,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1195,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1196,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1197,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1198,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1199,Panic setting in. Heart racing!,fear,0,0,0,1,0
1200,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1201,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1202,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1203,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1204,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1205,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1206,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1207,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1208,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1209,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1210,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1211,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1212,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1213,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1214,Amazed! What a twist!,surprise,0,0,0,0,1
1215,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1216,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1217,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1218,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1219,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1220,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1221,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1222,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1223,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1224,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1225,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1226,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1227,Livid! Can't believe this happened!,anger,0,0,1,0,0
1228,I'm scared and worried about this 😰,fear,0,0,0,1,0
1229,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1230,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1231,I'm scared and worried about this 😰,fear,0,0,0,1,0
1232,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1233,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1234,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1235,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1236,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1237,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1238,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1239,Panic setting in. Heart racing!,fear,0,0,0,1,0
1240,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1241,Livid! Can't believe this happened!,anger,0,0,1,0,0
1242,Panic setting in. Heart racing!,fear,0,0,0,1,0
1243,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1244,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1245,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1246,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1247,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1248,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1249,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1250,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1251,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1252,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1253,Livid! Can't believe this happened!,anger,0,0,1,0,0
1254,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1255,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1256,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1257,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1258,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1259,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1260,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1261,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1262,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1263,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
1264,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1265,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1266,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1267,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1268,Delighted with the results! So pleased!,joy,1,0,0,0,0
1269,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1270,I'm scared and worried about this 😰,fear,0,0,0,1,0
1271,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
1272,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1273,Delighted with the results! So pleased!,joy,1,0,0,0,0
1274,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1275,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1276,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1277,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1278,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1279,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1280,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1281,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1282,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1283,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1284,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1285,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1286,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1287,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1288,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1289,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1290,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1291,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1292,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1293,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1294,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1295,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1296,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1297,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1298,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1299,I'm scared and worried about this 😰,fear,0,0,0,1,0
1300,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1301,Amazed! What a twist!,surprise,0,0,0,0,1
1302,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1303,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1304,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1305,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1306,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1307,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1308,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1309,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1310,Amazed! What a twist!,surprise,0,0,0,0,1
1311,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
1312,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1313,Delighted with the results! So pleased!,joy,1,0,0,0,0
