id,sentiment,text
3584,negative,Slow-paced and boring! Fell asleep!
3585,negative,Poor craftsmanship! Very disappointing!
3586,negative,Buggy software! Waste of money!
3587,negative,Constant arguments! Exhausting!
3588,negative,Horrible atmosphere! So uncomfortable!
3589,negative,Overhyped! Didn't live up to expectations!
3590,negative,Can't rely on anyone! On my own!
3591,negative,Worst restaurant ever! Health hazard!
3592,negative,Stressed and overwhelmed! Can't handle this!
3593,negative,Overhyped! Didn't live up to expectations!
3594,negative,Inedible! Had to throw it away!
3595,negative,Do NOT buy this! Total scam!
3596,negative,Terrible quality! Broke after one day!
3597,negative,Waste of time! Plot made no sense!
3598,negative,Disgusting food! Couldn't eat it! 🤢
3599,negative,Awful service! They refused to help!
3600,negative,Poor craftsmanship! Very disappointing!
3601,negative,Awful soundtrack! Hurt my ears!
3602,negative,Toxic environment! Need to get out!
3603,negative,People are so selfish! Unbelievable!
3604,negative,Cheap materials! Falls apart easily!
3605,negative,Poor writing! Predictable and dull!
3606,negative,Lost luggage! No compensation!
3607,negative,Constant arguments! Exhausting!
3608,negative,Rude staff! Unpleasant experience!
3609,negative,Confusing interface! Poor design!
3610,negative,Doesn't work as promised! False advertising!
3611,negative,Rude tour guide! Ruined the experience!
3612,negative,Terrible update! Made everything worse!
3613,negative,Horrible experience! Never again!
3614,negative,Family problems! So stressful!
3615,negative,Overhyped! Didn't live up to expectations!
3616,negative,Backstabbed by a friend! Trust issues!
3617,negative,Can't rely on anyone! On my own!
3618,negative,Poor writing! Predictable and dull!
3619,negative,Doesn't work as promised! False advertising!
3620,negative,Terrible service! Waited forever!
3621,negative,Terrible acting! So cringe-worthy!
3622,negative,Terrible coworkers! Make work unbearable!
3623,negative,Constant arguments! Exhausting!
3624,negative,Horrible accommodation! Noisy and dirty!
3625,negative,Can't rely on anyone! On my own!
3626,negative,Terrible flight! Worst airline ever!
3627,negative,Dangerous location! Felt unsafe!
3628,negative,Nothing is going right! Worst day ever!
3629,negative,Cheap materials! Falls apart easily!
3630,negative,Cold food and dirty plates! Gross!
3631,negative,Awful soundtrack! Hurt my ears!
3632,negative,Horrible atmosphere! So uncomfortable!
3633,negative,Overpriced and tasteless! Not worth it!
3634,negative,Privacy nightmare! Selling my data!
3635,negative,Overhyped! Didn't live up to expectations!
3636,negative,Cold food and dirty plates! Gross!
3637,negative,Awful soundtrack! Hurt my ears!
3638,negative,Terrible acting! So cringe-worthy!
3639,negative,Terrible service! Waited forever!
3640,negative,Terrible flight! Worst airline ever!
3641,negative,Betrayed by someone I trusted! Hurt!
3642,negative,Worst purchase ever! Complete waste of money! 😠
3643,negative,Lonely and isolated! No one understands!
3644,negative,Dirty hotel! Found bugs in the room!
3645,negative,Disgusting food! Couldn't eat it! 🤢
3646,negative,Awful vacation! Everything went wrong! 😤
3647,negative,Rude staff! Unpleasant experience!
3648,negative,Lost luggage! No compensation!
3649,negative,Doesn't work as promised! False advertising!
3650,negative,Horrible accommodation! Noisy and dirty!
3651,negative,Stale ingredients! Made me sick!
3652,negative,Useless features! Missing basics!
3653,negative,Food poisoning! Never going back!
3654,negative,Terrible acting! So cringe-worthy!
3655,negative,Can't rely on anyone! On my own!
3656,negative,Can't rely on anyone! On my own!
3657,negative,Awful vacation! Everything went wrong! 😤
3658,negative,Backstabbed by a friend! Trust issues!
3659,negative,Terrible flight! Worst airline ever!
3660,negative,Extremely disappointed! Not as advertised!
3661,negative,Awful soundtrack! Hurt my ears!
3662,negative,Useless features! Missing basics!
3663,negative,Buggy software! Waste of money!
3664,negative,Poor writing! Predictable and dull!
3665,negative,Slow-paced and boring! Fell asleep!
3666,negative,Toxic environment! Need to get out!
3667,negative,Horrible atmosphere! So uncomfortable!
3668,negative,Family problems! So stressful!
3669,negative,Terrible update! Made everything worse!
3670,negative,Dangerous location! Felt unsafe!
3671,negative,Lost my job! Life is terrible!
3672,negative,Drama everywhere! Can't stand it!
3673,negative,Bad luck follows me everywhere!
3674,negative,Awful vacation! Everything went wrong! 😤
3675,negative,Overhyped! Didn't live up to expectations!
3676,negative,People are so selfish! Unbelievable!
3677,negative,Constant arguments! Exhausting!
3678,negative,Slow-paced and boring! Fell asleep!
3679,negative,Betrayed by someone I trusted! Hurt!
3680,negative,Lost my job! Life is terrible!
3681,negative,Terrible flight! Worst airline ever!
3682,negative,Overpriced garbage! Save your money!
3683,negative,Terrible acting! So cringe-worthy!
3684,negative,Betrayed by someone I trusted! Hurt!
3685,negative,Useless features! Missing basics!
3686,negative,Boring! Couldn't finish watching it! 😴
3687,negative,Rejected again! Why does this keep happening!
3688,negative,Waste of time! Plot made no sense!
3689,negative,Awful soundtrack! Hurt my ears!
3690,negative,Cold food and dirty plates! Gross!
3691,negative,People are so selfish! Unbelievable!
3692,negative,Stale ingredients! Made me sick!
3693,negative,Cold food and dirty plates! Gross!
3694,negative,Can't rely on anyone! On my own!
3695,negative,Terrible update! Made everything worse!
3696,negative,Feeling hopeless! Everything is falling apart!
3697,negative,Dealing with so much negativity!
3698,negative,Garbage app! Uninstalling immediately!
3699,negative,Dealing with so much negativity!
3700,negative,Not funny at all! Forced humor!
3701,negative,Rejected again! Why does this keep happening!
3702,negative,Overhyped! Didn't live up to expectations!
3703,negative,Slow and laggy! Frustrating to use!
3704,negative,Toxic environment! Need to get out!
3705,negative,Stressed and overwhelmed! Can't handle this!
3706,negative,Overpriced and tasteless! Not worth it!
3707,negative,Slow-paced and boring! Fell asleep!
3708,negative,Poor craftsmanship! Very disappointing!
3709,negative,Lonely and isolated! No one understands!
3710,negative,Cold food and dirty plates! Gross!
3711,negative,Lonely and isolated! No one understands!
3712,negative,Awful service! They refused to help!
3713,negative,Stale ingredients! Made me sick!
3714,negative,Rude tour guide! Ruined the experience!
3715,negative,Terrible service! Waited forever!
3716,negative,Useless features! Missing basics!
3717,negative,Rude staff! Unpleasant experience!
3718,negative,Defective product! Demands a refund!
3719,negative,Drama everywhere! Can't stand it!
3720,negative,Toxic environment! Need to get out!
3721,negative,Awful vacation! Everything went wrong! 😤
3722,negative,Drama everywhere! Can't stand it!
3723,negative,Rude tour guide! Ruined the experience!
3724,negative,Not funny at all! Forced humor!
3725,negative,Stale ingredients! Made me sick!
3726,negative,Terrible ending! What a letdown!
3727,negative,Confusing interface! Poor design!
3728,negative,Awful vacation! Everything went wrong! 😤
3729,negative,Lost luggage! No compensation!
3730,negative,Lost luggage! No compensation!
3731,negative,Cold food and dirty plates! Gross!
3732,negative,Bad luck follows me everywhere!
3733,negative,Useless features! Missing basics!
3734,negative,Slow-paced and boring! Fell asleep!
3735,negative,Nothing is going right! Worst day ever!
3736,negative,Disappointing sequel! Ruined the franchise!
3737,negative,Constant errors! Can't get anything done!
3738,negative,Terrible acting! So cringe-worthy!
3739,negative,Useless features! Missing basics!
3740,negative,Bad luck follows me everywhere!
3741,negative,Overhyped! Didn't live up to expectations!
3742,negative,Awful service! They refused to help!
3743,negative,Overpriced and tasteless! Not worth it!
3744,negative,Terrible quality! Broke after one day!
3745,negative,Confusing interface! Poor design!
3746,negative,Not funny at all! Forced humor!
3747,negative,Dealing with so much negativity!
3748,negative,Nothing is going right! Worst day ever!
3749,negative,Bad weather ruined everything!
3750,negative,Terrible acting! So cringe-worthy!
3751,negative,Surrounded by fake people! So disappointed!
3752,negative,Awful soundtrack! Hurt my ears!
3753,negative,Overpriced garbage! Save your money!
3754,negative,This app is broken! Crashes constantly! 💢
3755,negative,Worst restaurant ever! Health hazard!
3756,negative,Horrible atmosphere! So uncomfortable!
3757,negative,Failed again! So frustrated! 😞
3758,negative,Terrible coworkers! Make work unbearable!
3759,negative,Dangerous location! Felt unsafe!
3760,negative,Terrible service! Waited forever!
3761,negative,Doesn't work as promised! False advertising!
3762,negative,Doesn't work as promised! False advertising!
3763,negative,Horrible atmosphere! So uncomfortable!
3764,negative,Rude tour guide! Ruined the experience!
3765,negative,Can't rely on anyone! On my own!
3766,negative,Poor writing! Predictable and dull!
3767,negative,Terrible acting! So cringe-worthy!
3768,negative,Awful vacation! Everything went wrong! 😤
3769,negative,Confusing interface! Poor design!
3770,negative,Slow-paced and boring! Fell asleep!
3771,negative,Inedible! Had to throw it away!
3772,negative,Poor writing! Predictable and dull!
3773,negative,Can't rely on anyone! On my own!
3774,negative,Cheap materials! Falls apart easily!
3775,negative,Buggy software! Waste of money!
3776,negative,Privacy nightmare! Selling my data!
3777,negative,Garbage app! Uninstalling immediately!
3778,negative,Poor craftsmanship! Very disappointing!
3779,negative,Food poisoning! Never going back!
3780,negative,Overhyped! Didn't live up to expectations!
3781,negative,Privacy nightmare! Selling my data!
3782,negative,Extremely disappointed! Not as advertised!
3783,negative,Lonely and isolated! No one understands!
3784,negative,Overpriced garbage! Save your money!
3785,negative,Failed again! So frustrated! 😞
3786,negative,Dangerous location! Felt unsafe!
3787,negative,Lost luggage! No compensation!
3788,negative,Terrible ending! What a letdown!
3789,negative,Not funny at all! Forced humor!
3790,negative,Inedible! Had to throw it away!
3791,negative,Rude staff! Unpleasant experience!
3792,negative,Toxic environment! Need to get out!
3793,negative,Can't rely on anyone! On my own!
3794,negative,Dirty hotel! Found bugs in the room!
3795,negative,Stale ingredients! Made me sick!
3796,negative,Poor craftsmanship! Very disappointing!
3797,negative,Cold food and dirty plates! Gross!
3798,negative,Bad luck follows me everywhere!
3799,negative,Disgusting food! Couldn't eat it! 🤢
3800,negative,People are so selfish! Unbelievable!
3801,negative,Bad weather ruined everything!
3802,negative,Bad luck follows me everywhere!
3803,negative,Poor writing! Predictable and dull!
3804,negative,Confusing interface! Poor design!
3805,negative,Dealing with so much negativity!
3806,negative,Extremely disappointed! Not as advertised!
3807,negative,Lost luggage! No compensation!
3808,negative,Bad weather ruined everything!
3809,negative,Awful service! They refused to help!
3810,negative,Terrible update! Made everything worse!
3811,negative,Can't rely on anyone! On my own!
3812,negative,Terrible update! Made everything worse!
3813,negative,Poor craftsmanship! Very disappointing!
3814,negative,Exhausted and burnt out! Need a break!
3815,negative,Extremely disappointed! Not as advertised!
3816,negative,Awful service! They refused to help!
3817,negative,Terrible quality! Broke after one day!
3818,negative,Disappointing sequel! Ruined the franchise!
3819,negative,Horrible atmosphere! So uncomfortable!
3820,negative,Confusing interface! Poor design!
3821,negative,Disappointing sequel! Ruined the franchise!
3822,negative,Terrible acting! So cringe-worthy!
3823,negative,Lost luggage! No compensation!
3824,negative,Horrible accommodation! Noisy and dirty!
3825,negative,Food poisoning! Never going back!
3826,negative,Worst restaurant ever! Health hazard!
3827,negative,Overpriced garbage! Save your money!
3828,negative,Bad luck follows me everywhere!
3829,negative,Stale ingredients! Made me sick!
3830,negative,Disappointing attractions! Not as described!
3831,negative,Family problems! So stressful!
3832,negative,Stressed and overwhelmed! Can't handle this!
3833,negative,Disappointing sequel! Ruined the franchise!
3834,negative,Waste of time! Plot made no sense!
3835,negative,Worst restaurant ever! Health hazard!
3836,negative,Backstabbed by a friend! Trust issues!
3837,negative,Boring! Couldn't finish watching it! 😴
3838,negative,Dangerous location! Felt unsafe!
3839,negative,Lonely and isolated! No one understands!
3840,negative,Slow and laggy! Frustrating to use!
3841,negative,Overpriced garbage! Save your money!
3842,negative,Boring! Couldn't finish watching it! 😴
3843,negative,Terrible flight! Worst airline ever!
3844,negative,Dirty hotel! Found bugs in the room!
3845,negative,Horrible experience! Never again!
3846,negative,Boring! Couldn't finish watching it! 😴
3847,negative,Doesn't work as promised! False advertising!
3848,negative,Lost my job! Life is terrible!
3849,negative,Terrible service! Waited forever!
3850,negative,Do NOT buy this! Total scam!
3851,negative,Toxic environment! Need to get out!
3852,negative,Worst purchase ever! Complete waste of money! 😠
3853,negative,Overpriced tourist trap! Not worth visiting!
3854,negative,Worst restaurant ever! Health hazard!
3855,negative,Disappointing attractions! Not as described!
3856,negative,Disgusting food! Couldn't eat it! 🤢
3857,negative,Drama everywhere! Can't stand it!
3858,negative,Overpriced and tasteless! Not worth it!
3859,negative,Terrible ending! What a letdown!
3860,negative,Food poisoning! Never going back!
3861,negative,Boring! Couldn't finish watching it! 😴
3862,negative,Terrible ending! What a letdown!
3863,negative,Extremely disappointed! Not as advertised!
3864,negative,Garbage app! Uninstalling immediately!
3865,negative,Awful service! They refused to help!
3866,negative,Waste of time! Plot made no sense!
3867,negative,Feeling hopeless! Everything is falling apart!
3868,negative,Cheap materials! Falls apart easily!
3869,negative,Awful service! They refused to help!
3870,negative,Awful service! They refused to help!
3871,negative,Exhausted and burnt out! Need a break!
3872,negative,Lost my job! Life is terrible!
3873,negative,Rejected again! Why does this keep happening!
3874,negative,Waste of time! Plot made no sense!
3875,negative,Dangerous location! Felt unsafe!
3876,negative,Overpriced tourist trap! Not worth visiting!
3877,negative,Overhyped! Didn't live up to expectations!
3878,negative,Awful soundtrack! Hurt my ears!
3879,negative,Horrible accommodation! Noisy and dirty!
3880,negative,Slow and laggy! Frustrating to use!
3881,negative,Poor craftsmanship! Very disappointing!
3882,negative,Worst purchase ever! Complete waste of money! 😠
3883,negative,Terrible acting! So cringe-worthy!
3884,negative,Garbage app! Uninstalling immediately!
3885,negative,Toxic environment! Need to get out!
3886,negative,Overpriced and tasteless! Not worth it!
3887,negative,Doesn't work as promised! False advertising!
3888,negative,Privacy nightmare! Selling my data!
3889,negative,Overpriced and tasteless! Not worth it!
3890,negative,Rude tour guide! Ruined the experience!
3891,negative,Disgusting food! Couldn't eat it! 🤢
3892,negative,Terrible service! Waited forever!
3893,negative,Confusing interface! Poor design!
3894,negative,Nothing is going right! Worst day ever!
3895,negative,Lost my job! Life is terrible!
3896,negative,Bad weather ruined everything!
3897,negative,Family problems! So stressful!
3898,negative,Waste of time! Plot made no sense!
3899,negative,Stressed and overwhelmed! Can't handle this!
3900,negative,Betrayed by someone I trusted! Hurt!
3901,negative,Terrible flight! Worst airline ever!
3902,negative,Surrounded by fake people! So disappointed!
3903,negative,Lost luggage! No compensation!
3904,negative,Overhyped! Didn't live up to expectations!
3905,negative,Drama everywhere! Can't stand it!
3906,negative,Boring! Couldn't finish watching it! 😴
3907,negative,Horrible atmosphere! So uncomfortable!
3908,negative,Awful soundtrack! Hurt my ears!
3909,negative,Lost luggage! No compensation!
3910,negative,This app is broken! Crashes constantly! 💢
3911,negative,Failed again! So frustrated! 😞
3912,negative,Family problems! So stressful!
3913,negative,Doesn't work as promised! False advertising!
3914,negative,Drama everywhere! Can't stand it!
3915,negative,Terrible update! Made everything worse!
3916,negative,Overpriced and tasteless! Not worth it!
3917,negative,Terrible flight! Worst airline ever!
3918,negative,Poor craftsmanship! Very disappointing!
3919,negative,Exhausted and burnt out! Need a break!
3920,negative,Betrayed by someone I trusted! Hurt!
3921,negative,Betrayed by someone I trusted! Hurt!
3922,negative,Poor writing! Predictable and dull!
3923,negative,Poor craftsmanship! Very disappointing!
3924,negative,Horrible experience! Never again!
3925,negative,Surrounded by fake people! So disappointed!
3926,negative,Terrible service! Waited forever!
3927,negative,Worst purchase ever! Complete waste of money! 😠
3928,negative,Poor writing! Predictable and dull!
3929,negative,Terrible ending! What a letdown!
3930,negative,Worst restaurant ever! Health hazard!
3931,negative,Doesn't work as promised! False advertising!
3932,negative,Backstabbed by a friend! Trust issues!
3933,negative,Constant arguments! Exhausting!
3934,negative,Confusing interface! Poor design!
3935,negative,Horrible atmosphere! So uncomfortable!
3936,negative,Disgusting food! Couldn't eat it! 🤢
3937,negative,Cheap materials! Falls apart easily!
3938,negative,Poor writing! Predictable and dull!
3939,negative,Failed again! So frustrated! 😞
3940,negative,Buggy software! Waste of money!
3941,negative,Terrible quality! Broke after one day!
3942,negative,Garbage app! Uninstalling immediately!
3943,negative,Food poisoning! Never going back!
3944,negative,Feeling hopeless! Everything is falling apart!
3945,negative,Disappointing sequel! Ruined the franchise!
3946,negative,Lost my job! Life is terrible!
3947,negative,Doesn't work as promised! False advertising!
3948,negative,Doesn't work as promised! False advertising!
3949,negative,Slow-paced and boring! Fell asleep!
3950,negative,Waste of time! Plot made no sense!
3951,negative,Terrible flight! Worst airline ever!
3952,negative,Slow and laggy! Frustrating to use!
3953,negative,Not funny at all! Forced humor!
3954,negative,Constant arguments! Exhausting!
3955,negative,Nothing is going right! Worst day ever!
3956,negative,Useless features! Missing basics!
3957,negative,Worst purchase ever! Complete waste of money! 😠
3958,negative,Doesn't work as promised! False advertising!
3959,negative,Exhausted and burnt out! Need a break!
3960,negative,Overpriced tourist trap! Not worth visiting!
3961,negative,Backstabbed by a friend! Trust issues!
3962,negative,Toxic environment! Need to get out!
3963,negative,Family problems! So stressful!
3964,negative,Buggy software! Waste of money!
3965,negative,Disgusting food! Couldn't eat it! 🤢
3966,negative,Constant errors! Can't get anything done!
3967,negative,Constant arguments! Exhausting!
3968,negative,Confusing interface! Poor design!
3969,negative,Overpriced tourist trap! Not worth visiting!
3970,negative,Disappointing attractions! Not as described!
3971,negative,Useless features! Missing basics!
3972,negative,Horrible atmosphere! So uncomfortable!
3973,negative,Lost my job! Life is terrible!
3974,negative,Awful service! They refused to help!
3975,negative,Inedible! Had to throw it away!
3976,negative,Horrible atmosphere! So uncomfortable!
3977,negative,Stale ingredients! Made me sick!
3978,negative,Terrible update! Made everything worse!
3979,negative,Rude tour guide! Ruined the experience!
3980,negative,Dirty hotel! Found bugs in the room!
3981,negative,Lonely and isolated! No one understands!
3982,negative,Poor craftsmanship! Very disappointing!
3983,negative,Terrible coworkers! Make work unbearable!
3984,negative,Boring! Couldn't finish watching it! 😴
3985,negative,Constant errors! Can't get anything done!
3986,negative,Dirty hotel! Found bugs in the room!
3987,negative,Rude staff! Unpleasant experience!
3988,negative,Disgusting food! Couldn't eat it! 🤢
3989,negative,Terrible ending! What a letdown!
3990,negative,Overpriced tourist trap! Not worth visiting!
3991,negative,Privacy nightmare! Selling my data!
3992,negative,Terrible service! Waited forever!
3993,negative,Awful soundtrack! Hurt my ears!
3994,negative,Betrayed by someone I trusted! Hurt!
3995,negative,Nothing is going right! Worst day ever!
3996,negative,Awful service! They refused to help!
3997,negative,Dirty hotel! Found bugs in the room!
3998,negative,Rude staff! Unpleasant experience!
3999,negative,Awful service! They refused to help!
4000,negative,Poor writing! Predictable and dull!
4001,negative,Terrible flight! Worst airline ever!
4002,negative,Awful service! They refused to help!
4003,negative,Not funny at all! Forced humor!
4004,negative,Exhausted and burnt out! Need a break!
4005,negative,Bad luck follows me everywhere!
4006,negative,Extremely disappointed! Not as advertised!
4007,negative,Feeling hopeless! Everything is falling apart!
4008,negative,Slow-paced and boring! Fell asleep!
4009,negative,Disappointing sequel! Ruined the franchise!
4010,negative,Rude staff! Unpleasant experience!
4011,negative,Buggy software! Waste of money!
4012,negative,Awful vacation! Everything went wrong! 😤
4013,negative,Horrible accommodation! Noisy and dirty!
4014,negative,Doesn't work as promised! False advertising!
4015,negative,Dealing with so much negativity!
4016,negative,Disappointing attractions! Not as described!
4017,negative,Lost my job! Life is terrible!
4018,negative,Terrible acting! So cringe-worthy!
4019,negative,Terrible flight! Worst airline ever!
4020,negative,Overpriced tourist trap! Not worth visiting!
4021,negative,Confusing interface! Poor design!
4022,negative,Overpriced garbage! Save your money!
4023,negative,Overhyped! Didn't live up to expectations!
4024,negative,Confusing interface! Poor design!
4025,negative,Inedible! Had to throw it away!
4026,negative,This app is broken! Crashes constantly! 💢
4027,negative,Terrible ending! What a letdown!
4028,negative,Poor writing! Predictable and dull!
4029,negative,Dirty hotel! Found bugs in the room!
4030,negative,Defective product! Demands a refund!
4031,negative,Bad weather ruined everything!
4032,negative,Garbage app! Uninstalling immediately!
4033,negative,Feeling hopeless! Everything is falling apart!
4034,negative,Privacy nightmare! Selling my data!
4035,negative,Awful soundtrack! Hurt my ears!
4036,negative,Defective product! Demands a refund!
4037,negative,Disappointing attractions! Not as described!
4038,negative,Overpriced and tasteless! Not worth it!
4039,negative,Stressed and overwhelmed! Can't handle this!
4040,negative,Rude tour guide! Ruined the experience!
4041,negative,Garbage app! Uninstalling immediately!
4042,negative,Overpriced tourist trap! Not worth visiting!
4043,negative,Doesn't work as promised! False advertising!
4044,negative,Terrible quality! Broke after one day!
4045,negative,Overpriced tourist trap! Not worth visiting!
4046,negative,Disappointing sequel! Ruined the franchise!
4047,negative,Defective product! Demands a refund!
4048,negative,Betrayed by someone I trusted! Hurt!
4049,negative,Rejected again! Why does this keep happening!
4050,negative,Terrible acting! So cringe-worthy!
4051,negative,Garbage app! Uninstalling immediately!
4052,negative,Dealing with so much negativity!
4053,negative,Overhyped! Didn't live up to expectations!
4054,negative,Stale ingredients! Made me sick!
4055,negative,Terrible acting! So cringe-worthy!
4056,negative,Garbage app! Uninstalling immediately!
4057,negative,This app is broken! Crashes constantly! 💢
4058,negative,Cheap materials! Falls apart easily!
4059,negative,Rejected again! Why does this keep happening!
4060,negative,Do NOT buy this! Total scam!
4061,negative,Do NOT buy this! Total scam!
4062,negative,Exhausted and burnt out! Need a break!
4063,negative,Privacy nightmare! Selling my data!
4064,negative,Terrible acting! So cringe-worthy!
4065,negative,Rude staff! Unpleasant experience!
4066,negative,Poor writing! Predictable and dull!
4067,negative,Bad weather ruined everything!
4068,negative,Slow-paced and boring! Fell asleep!
4069,negative,Lost my job! Life is terrible!
4070,negative,Toxic environment! Need to get out!
4071,negative,Terrible flight! Worst airline ever!
4072,negative,Family problems! So stressful!
4073,negative,Surrounded by fake people! So disappointed!
4074,negative,Constant arguments! Exhausting!
4075,negative,Constant errors! Can't get anything done!
4076,negative,Horrible experience! Never again!
4077,negative,Drama everywhere! Can't stand it!
4078,negative,Extremely disappointed! Not as advertised!
4079,negative,Can't rely on anyone! On my own!
4080,negative,Awful service! They refused to help!
4081,negative,Lost my job! Life is terrible!
4082,negative,Slow and laggy! Frustrating to use!
4083,negative,Privacy nightmare! Selling my data!
4084,negative,Not funny at all! Forced humor!
4085,negative,Horrible experience! Never again!
4086,negative,Constant arguments! Exhausting!
4087,negative,Privacy nightmare! Selling my data!
4088,negative,Terrible quality! Broke after one day!
4089,negative,Not funny at all! Forced humor!
4090,negative,Stale ingredients! Made me sick!
4091,negative,Family problems! So stressful!
4092,negative,Horrible experience! Never again!
4093,negative,Awful vacation! Everything went wrong! 😤
4094,negative,Lonely and isolated! No one understands!
4095,negative,Overpriced and tasteless! Not worth it!
4096,negative,Constant arguments! Exhausting!
4097,negative,Inedible! Had to throw it away!
4098,negative,Backstabbed by a friend! Trust issues!
4099,negative,Boring! Couldn't finish watching it! 😴
4100,negative,Cold food and dirty plates! Gross!
4101,negative,Overpriced and tasteless! Not worth it!
4102,negative,Overpriced garbage! Save your money!
4103,negative,Awful service! They refused to help!
4104,negative,Terrible acting! So cringe-worthy!
4105,negative,Bad luck follows me everywhere!
4106,negative,Overpriced and tasteless! Not worth it!
4107,negative,Useless features! Missing basics!
4108,negative,Waste of time! Plot made no sense!
4109,negative,Terrible flight! Worst airline ever!
4110,negative,Betrayed by someone I trusted! Hurt!
4111,negative,Exhausted and burnt out! Need a break!
4112,negative,Not funny at all! Forced humor!
4113,negative,Overpriced garbage! Save your money!
4114,negative,Terrible update! Made everything worse!
4115,negative,Disappointing sequel! Ruined the franchise!
4116,negative,Terrible quality! Broke after one day!
4117,negative,Surrounded by fake people! So disappointed!
4118,negative,Do NOT buy this! Total scam!
4119,negative,Not funny at all! Forced humor!
4120,negative,Feeling hopeless! Everything is falling apart!
4121,negative,Inedible! Had to throw it away!
4122,negative,Backstabbed by a friend! Trust issues!
4123,negative,Overpriced garbage! Save your money!
4124,negative,Family problems! So stressful!
4125,negative,Disappointing sequel! Ruined the franchise!
4126,negative,Privacy nightmare! Selling my data!
4127,negative,Surrounded by fake people! So disappointed!
4128,negative,Bad luck follows me everywhere!
4129,negative,Food poisoning! Never going back!
4130,negative,Dangerous location! Felt unsafe!
4131,negative,Stale ingredients! Made me sick!
4132,negative,Terrible ending! What a letdown!
4133,negative,Terrible flight! Worst airline ever!
4134,negative,Lonely and isolated! No one understands!
4135,negative,Bad luck follows me everywhere!
4136,negative,Boring! Couldn't finish watching it! 😴
4137,negative,Exhausted and burnt out! Need a break!
4138,negative,Slow and laggy! Frustrating to use!
4139,negative,Disappointing sequel! Ruined the franchise!
4140,negative,Worst purchase ever! Complete waste of money! 😠
4141,negative,Feeling hopeless! Everything is falling apart!
4142,negative,Constant arguments! Exhausting!
4143,negative,Cold food and dirty plates! Gross!
4144,negative,Terrible service! Waited forever!
4145,negative,Useless features! Missing basics!
4146,negative,Family problems! So stressful!
4147,negative,Terrible acting! So cringe-worthy!
4148,negative,Terrible flight! Worst airline ever!
4149,negative,Disappointing attractions! Not as described!
4150,negative,People are so selfish! Unbelievable!
4151,negative,Horrible atmosphere! So uncomfortable!
4152,negative,Stressed and overwhelmed! Can't handle this!
4153,negative,Disgusting food! Couldn't eat it! 🤢
4154,negative,Poor craftsmanship! Very disappointing!
4155,negative,Failed again! So frustrated! 😞
4156,negative,Useless features! Missing basics!
4157,negative,Lonely and isolated! No one understands!
4158,negative,Inedible! Had to throw it away!
4159,negative,Overpriced garbage! Save your money!
4160,negative,Worst restaurant ever! Health hazard!
4161,negative,Dangerous location! Felt unsafe!
4162,negative,Horrible accommodation! Noisy and dirty!
4163,negative,This app is broken! Crashes constantly! 💢
4164,negative,Constant arguments! Exhausting!
4165,negative,Toxic environment! Need to get out!
4166,negative,Not funny at all! Forced humor!
4167,negative,Dealing with so much negativity!
4168,negative,Terrible acting! So cringe-worthy!
4169,negative,Toxic environment! Need to get out!
4170,negative,Not funny at all! Forced humor!
4171,negative,Horrible atmosphere! So uncomfortable!
4172,negative,Disgusting food! Couldn't eat it! 🤢
4173,negative,Terrible acting! So cringe-worthy!
4174,negative,Terrible ending! What a letdown!
4175,negative,Terrible ending! What a letdown!
4176,negative,Horrible atmosphere! So uncomfortable!
4177,negative,Do NOT buy this! Total scam!
4178,negative,Worst purchase ever! Complete waste of money! 😠
4179,negative,Worst restaurant ever! Health hazard!
4180,negative,Bad luck follows me everywhere!
4181,negative,Backstabbed by a friend! Trust issues!
4182,negative,Garbage app! Uninstalling immediately!
4183,negative,Waste of time! Plot made no sense!
4184,negative,Bad weather ruined everything!
4185,negative,Terrible coworkers! Make work unbearable!
4186,negative,Feeling hopeless! Everything is falling apart!
4187,negative,Bad weather ruined everything!
4188,negative,Drama everywhere! Can't stand it!
4189,negative,Extremely disappointed! Not as advertised!
4190,negative,Rude tour guide! Ruined the experience!
4191,negative,Horrible atmosphere! So uncomfortable!
4192,negative,Toxic environment! Need to get out!
4193,negative,Defective product! Demands a refund!
4194,negative,Overpriced and tasteless! Not worth it!
4195,negative,Food poisoning! Never going back!
4196,negative,Surrounded by fake people! So disappointed!
4197,negative,Privacy nightmare! Selling my data!
4198,negative,Terrible acting! So cringe-worthy!
4199,negative,Worst purchase ever! Complete waste of money! 😠
4200,negative,Slow and laggy! Frustrating to use!
4201,negative,Waste of time! Plot made no sense!
4202,negative,Backstabbed by a friend! Trust issues!
4203,negative,Backstabbed by a friend! Trust issues!
4204,negative,Defective product! Demands a refund!
4205,negative,Terrible coworkers! Make work unbearable!
4206,negative,Poor writing! Predictable and dull!
4207,negative,Overpriced tourist trap! Not worth visiting!
4208,negative,Defective product! Demands a refund!
4209,negative,Overpriced garbage! Save your money!
4210,negative,Useless features! Missing basics!
4211,negative,Disappointing attractions! Not as described!
4212,negative,Terrible ending! What a letdown!
4213,negative,This app is broken! Crashes constantly! 💢
4214,negative,Poor craftsmanship! Very disappointing!
4215,negative,Family problems! So stressful!
4216,negative,People are so selfish! Unbelievable!
4217,negative,Cheap materials! Falls apart easily!
4218,negative,Nothing is going right! Worst day ever!
4219,negative,Terrible acting! So cringe-worthy!
4220,negative,Rude tour guide! Ruined the experience!
4221,negative,Worst restaurant ever! Health hazard!
4222,negative,Buggy software! Waste of money!
